sql_sketch
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column > ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select MIN column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select MIN column from table
select MAX column from table
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MAX column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select MIN column from table where column = ct
select MAX column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MIN column from table
select MIN column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT ct from table where ct = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MAX column from table
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MIN column from table
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MAX column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column > ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  ct from table where ct = ct
select  ct from table where ct = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MIN column from table
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MIN column from table
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select MAX column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table
select COUNT column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select MAX column from table
select  column from table where column = ct
select MAX column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select MIN column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select  column from table where column = ct
select COUNT column from table where column = ct
